event,pupilSize
1.0,1.1766933591643
2.0,0.9377117363486036
3.0,0.3483815661523977
4.0,-0.10113405485253807
5.0,-0.620698181466985
6.0,-1.2312508582579558
7.0,-1.5345560381430978
8.0,-1.5219141840843953
9.0,-0.7353147747053926
10.0,-0.671333486839172
11.0,-1.183281634159644
12.0,-0.5441296022184497
13.0,0.29377278188074507
14.0,0.4856027754697522
15.0,0.14897680490973425
16.0,0.13530171184827683
17.0,0.12741164829446763
18.0,0.10934323753749518
19.0,0.22477443043978884
20.0,0.6134991627694159
21.0,0.22418928747974753
22.0,0.38402320191951816
23.0,1.4424930390458377
24.0,0.8272956228258047
