event,pupilSize
1.0,1.0554506624598181
2.0,0.7501129098412449
3.0,0.8397561189905326
4.0,0.35361184365934567
5.0,0.40142614708033936
6.0,0.4217246024808086
7.0,-0.27901147231799006
8.0,-0.06146744389643381
9.0,-0.055446656114915
10.0,-0.37487562226599913
11.0,-0.12358854668687012
12.0,-0.8550809787865916
13.0,-0.39129912039807824
14.0,-0.7126846311687902
15.0,-0.9535803346947933
16.0,0.5677879192650335
17.0,0.45173451901464734
18.0,-0.5968084840522551
19.0,-0.4161135646273725
20.0,-0.8299693737351396
21.0,-0.03694062989930696
22.0,-0.5008505061390799
23.0,0.5485108486499659
24.0,0.05537973985660818
