event,pupilSize
1.0,0.6806875964786787
2.0,0.16483032321023178
3.0,-0.45537315151361574
4.0,-1.0672467561717813
5.0,-1.3813860890610112
6.0,-0.9504267048792588
7.0,-0.7548764644012922
8.0,-0.6850145527307708
9.0,-0.6996394664169625
10.0,0.6452521806606809
11.0,1.557422861322944
12.0,0.924391201531874
13.0,0.34752239371602806
14.0,0.24339089861212607
15.0,-0.6687310697858592
16.0,-0.026913412857525437
17.0,0.8736076664612354
18.0,1.1363133231263198
19.0,-0.008655987735215826
20.0,-0.830418444468951
21.0,-0.9364632465952664
22.0,-0.9932366203913454
23.0,0.5290927753310701
24.0,0.6220847068617
