event,pupilSize
1.0,1.3684241473276266
2.0,0.8252116774610988
3.0,0.2982046902414484
4.0,0.607997525149892
5.0,0.40721742273692374
6.0,0.6650366621303831
7.0,-0.30347370212391844
8.0,0.44881029802225814
9.0,-0.4998903005224803
10.0,-0.2605135796712031
11.0,-0.5460995833475376
12.0,-0.5467687120522706
13.0,-0.16934472638884787
14.0,-0.3933339192736712
15.0,-0.6646053220932312
16.0,-0.19573548735487845
17.0,-0.5984084952910657
18.0,0.511372112864132
19.0,-0.8552604263332221
20.0,0.4843510849196027
21.0,-0.4730531868511067
22.0,-0.013496864813981787
23.0,-0.31691348070323727
24.0,-0.36066566321923205
