event,pupilSize
1.0,0.6733228903687571
2.0,0.08040101527870379
3.0,-0.45940998659731985
4.0,-0.4392818557513232
5.0,-0.9727757945861093
6.0,-1.3361449916057622
7.0,-1.1679017090765607
8.0,-0.9323665592226319
9.0,-0.7459587134106307
10.0,-0.48438998914344467
11.0,-0.40054368574222615
12.0,-0.4582099191004346
13.0,0.19203879582087285
14.0,0.33686145197022255
15.0,1.359288693618401
16.0,0.44826077663119024
17.0,0.17345978201932563
18.0,0.565526380294175
19.0,0.5235992849481462
20.0,0.15738198044433893
21.0,0.37909587530435895
22.0,0.9472812400326189
23.0,0.7893653902528991
24.0,0.14915243859646268
