event,pupilSize
1.0,1.1205748785383922
2.0,-0.1346267721207972
3.0,-1.1767157215324782
4.0,-1.4063745648205643
5.0,-1.50044536878294
6.0,-1.4124630864381318
7.0,-1.1738881005555215
8.0,-0.2555717070602177
9.0,0.07130252322000848
10.0,0.06464380939030616
11.0,0.12419079673860052
12.0,-0.512262688475465
13.0,-0.64936445836683
14.0,-0.7250909650660576
15.0,-0.40536093455449024
16.0,0.016944425055995593
17.0,0.4240396072711065
18.0,0.8912751067180856
19.0,0.9773039433418751
20.0,0.9960047011833127
21.0,0.6202708729306455
22.0,0.8994064790467254
23.0,0.4165588319442295
24.0,0.6629536379569418
