event,pupilSize
1.0,0.4658461555468328
2.0,-0.5335661165690022
3.0,-0.3077287045151258
4.0,-0.23539646219331464
5.0,-0.6205835765685126
6.0,0.3395052853311213
7.0,0.0319765641554881
8.0,-0.12963364231526264
9.0,-0.3422034521649517
10.0,0.22652954111812743
11.0,-0.34866595201379574
12.0,-0.7180300094455206
13.0,-0.4005286671309614
14.0,0.20675919909846158
15.0,-0.5706686431601438
16.0,-0.18338316068532587
17.0,-0.26870955760602677
18.0,-0.4017158931594753
19.0,-0.06039231705417273
20.0,0.028557228562272233
21.0,0.4258337730752198
22.0,0.43139809972159326
23.0,1.430416423338219
24.0,0.4459273298001074
