event,pupilSize
1.0,0.8125021148604435
2.0,-0.14995292982619582
3.0,-0.01106114396142185
4.0,-0.22352694500880357
5.0,-0.699268521228712
6.0,-0.8560933419738739
7.0,-0.6001805980858079
8.0,-1.166851219457372
9.0,-0.895324935760914
10.0,-0.5325696338988911
11.0,-0.735599863137721
12.0,-0.30582499533705254
13.0,-0.43631025452081806
14.0,-0.6285723601661332
15.0,0.545996650109913
16.0,-0.14345227002043048
17.0,-0.06644543222710185
18.0,0.5331862594174372
19.0,1.6147773202557776
20.0,0.7934569359158216
21.0,0.6838959877251226
22.0,0.6656922432697766
23.0,0.551722635677038
24.0,0.6119245493399853
