event,pupilSize
1.0,0.6942660466344388
2.0,0.626681802396836
3.0,0.5193968732191986
4.0,0.29281142109461317
5.0,0.734990328766902
6.0,-0.022783911829730254
7.0,0.3581988797215688
8.0,0.06015773838864204
9.0,0.2274893723976371
10.0,-0.36873279512090007
11.0,0.32094367464874085
12.0,0.531898835000443
13.0,0.02619408297562484
14.0,-0.4740447310050115
15.0,-0.6799121428908751
16.0,-0.35641779069647656
17.0,-0.4165198469840064
18.0,-0.7991848217522318
19.0,-0.36739713369167637
20.0,-0.8119334863398895
21.0,-0.6138947768845968
22.0,-0.18365486907226722
23.0,0.6055990231357448
24.0,0.10517355538799267
