event,pupilSize
1.0,1.7053578725994964
2.0,1.154061382801961
3.0,0.973590231775489
4.0,0.8511869754395269
5.0,0.5595234203208356
6.0,0.6299564964974258
7.0,-0.86024220643474
8.0,-1.3757310006098238
9.0,-1.3317452109771653
10.0,-1.2833910281747785
11.0,-1.272581705335359
12.0,-0.5817974376283943
13.0,0.5607874819958991
14.0,0.26758128705571377
15.0,-0.21430814334938458
16.0,-0.379746066242013
17.0,0.5795071841788277
18.0,0.004167244707514885
19.0,-0.40326974365618845
20.0,0.04903292461939338
21.0,0.21703828289147856
22.0,0.2371742158124766
23.0,0.28219200080841067
24.0,0.08706978014286844
