event,pupilSize
1.0,0.23532999717479697
2.0,-0.3826361454894711
3.0,-0.7722328289664808
4.0,-1.1067356420332763
5.0,-1.3094572105711082
6.0,-1.3021368199329924
7.0,-1.2332153722191068
8.0,-1.0550375418711875
9.0,-0.9712680560510057
10.0,-0.13428507967850156
11.0,-1.0948857323849361
12.0,-1.0239195415550173
13.0,0.038504915868991484
14.0,0.13175731898570436
15.0,0.5325220665755188
16.0,0.7697078518672157
17.0,0.72472516250876
18.0,0.5026798736491048
19.0,0.5433424609617692
20.0,0.47737076468298284
21.0,0.5893361433433507
22.0,0.9377858006830169
23.0,1.7273025035528202
24.0,1.2200949996598116
