event,pupilSize
1.0,1.1962820057400008
2.0,0.5583807635544551
3.0,-0.12283620017864814
4.0,1.1329044233939618
5.0,-0.13193780426874005
6.0,0.0714161834093198
7.0,0.028445904123248746
8.0,-0.049344007204566095
9.0,0.3284181766592905
10.0,0.3364082746241038
11.0,-0.05702477189915564
12.0,0.412731740187964
13.0,-0.7549489841333126
14.0,-0.47261793295631727
15.0,-0.12641364174131758
16.0,-0.3778830619413631
17.0,-0.7413611873961262
18.0,-0.18638816548231968
19.0,-0.2713993286051307
20.0,-0.3557015160737136
21.0,-0.2759242419331466
22.0,-0.5500079710045299
23.0,0.2590134090643112
24.0,-0.14435304740484037
