event,pupilSize
1.0,1.1107137951063695
2.0,0.5956959308497145
3.0,0.7187478088883521
4.0,-0.19200710220459588
5.0,-0.5196893954746497
6.0,-0.3029228541556544
7.0,-0.1588186205210277
8.0,-0.4058564002475677
9.0,-0.46376070645941536
10.0,-0.7658177722864973
11.0,-0.7875809019875654
12.0,-0.822542866011044
13.0,-0.8776797818390005
14.0,-0.5464315836869711
15.0,-1.0494703825580816
16.0,-0.22902432896613825
17.0,0.3683487447856176
18.0,-0.2695011549533964
19.0,-0.019578215224073776
20.0,0.27325672496046655
21.0,0.5917724464677463
22.0,0.4529616228742965
23.0,1.328250401200298
24.0,0.6400959960379081
