event,pupilSize
1.0,1.041714760848151
2.0,0.2923704786471581
3.0,-0.8048032707465728
4.0,-0.9472841101482119
5.0,-0.43829876257657685
6.0,-0.5479145872253435
7.0,-0.49561922358536475
8.0,0.12170134603543935
9.0,-0.32894655127554834
10.0,0.11075472110583146
11.0,-0.03242661385922514
12.0,0.4089614325727409
13.0,-0.31225734242282005
14.0,-0.5591626367000648
15.0,-0.44596764093095637
16.0,0.32045594111023645
17.0,0.20793130664963658
18.0,0.7146022541306782
19.0,0.6498425739290006
20.0,-0.5533755886121837
21.0,-0.5063685403558609
22.0,-0.1902565770992958
23.0,0.9384124569841498
24.0,-0.05388643662259384
