event,pupilSize
1.0,1.539037654531537
2.0,0.6991034268343594
3.0,0.36492840520301506
4.0,-0.0187424446515107
5.0,-0.7885072893092144
6.0,-0.6766208287601769
7.0,-1.1362988175330773
8.0,-1.3121511598158768
9.0,-1.197226912681976
10.0,-0.9741561790089254
11.0,-1.0392357420051157
12.0,-0.7679364661966669
13.0,0.13316986799295608
14.0,0.18472219580672583
15.0,0.2654174062967594
16.0,0.5054890934874009
17.0,0.41737782876343615
18.0,0.4167520231145295
19.0,0.5337465401638557
20.0,0.2788892909616256
21.0,0.2313792361945173
22.0,0.2875405392834697
23.0,0.6541559694610221
24.0,0.39759928509735176
