event,pupilSize
1.0,1.2657253157376003
2.0,0.37954170211653254
3.0,-0.16048548864910786
4.0,-1.5962712532302252
5.0,-1.280152007510501
6.0,-1.225614848859854
7.0,-1.0546731489491032
8.0,-0.998019211660955
9.0,-0.3915746038279008
10.0,-0.4658491496719669
11.0,-0.8102141900743454
12.0,-0.525114767419227
13.0,0.7466765135375968
14.0,0.5428644595079469
15.0,0.5660982169537161
16.0,0.14886786764958632
17.0,-0.12070877506658889
18.0,-0.20452096249255014
19.0,-0.07447552267029112
20.0,0.6691364196526993
21.0,0.6687235367024302
22.0,0.7948479513691538
23.0,0.836922821456807
24.0,0.5378700051945513
