event,pupilSize
1.0,1.8087819951996895
2.0,0.4843067448152115
3.0,0.7296091697587075
4.0,0.013829335400732942
5.0,-0.24031294779419687
6.0,0.14199719276097456
7.0,-0.014512666061265235
8.0,-0.49538947795305305
9.0,-0.28249490429668433
10.0,-0.35335029002560653
11.0,-0.6446898595259947
12.0,-0.8371624785040297
13.0,-0.747939561419376
14.0,0.15303889486167574
15.0,-0.3149215899711908
16.0,-0.7152153115124747
17.0,-0.5047064183973075
18.0,-0.1361595408125305
19.0,-0.30550568857834887
20.0,-0.07055262986486116
21.0,-0.16007005195639487
22.0,0.3422967849073365
23.0,1.080186062275774
24.0,0.2103021984532109
