event,pupilSize
1.0,0.6509945604310379
2.0,-0.2828019636060095
3.0,0.14190370090227905
4.0,-0.13790174777973288
5.0,-0.1371565850016022
6.0,0.9317713847960014
7.0,0.28900462548046235
8.0,-0.12580941213030303
9.0,-0.45226451523563466
10.0,-0.2538788810737632
11.0,-0.5407733645749714
12.0,-0.44999521145770344
13.0,0.5468770034794502
14.0,-0.5733698782592452
15.0,0.14716197960111232
16.0,0.044175918411197425
17.0,0.2664095924441608
18.0,0.008427779212972705
19.0,0.6171046135659635
20.0,-0.11669193604779299
21.0,-0.11351798860901623
22.0,-0.5393757457097271
23.0,0.38951557708556744
24.0,-0.565749669521488
