event,pupilSize
1.0,1.8473719889622089
2.0,0.7648315878002473
3.0,0.27151760782592277
4.0,-0.048260477349246704
5.0,-0.0755170413000535
6.0,0.4268505803439328
7.0,-0.2250072953814985
8.0,-0.09160043734130349
9.0,-0.6249707273391655
10.0,-0.90083619956412
11.0,-0.8928290803599291
12.0,0.0957397089913043
13.0,-0.43838392492722883
14.0,-0.5032904039121885
15.0,-0.6592564946870095
16.0,-0.3178897622185111
17.0,-0.5875033733997369
18.0,-0.21056577046501887
19.0,0.051376240899120455
20.0,-0.2817770285655774
21.0,0.9444792006175254
22.0,0.21505282606820222
23.0,0.2015547964634976
24.0,0.05501415135799404
