TR,pupilSize
1,1989.833
2,1891.66
3,1947.2860000000003
4,2002.3460000000005
5,1932.268456305599
6,1894.106912820513
7,1855.12
8,1944.468
9,1831.5080000000003
10,1908.5539999999999
11,1889.62
12,1971.414
13,1943.246
14,1814.6229999999998
15,1829.144
16,1834.0220000000002
17,1879.4030612244899
18,1773.608
19,1889.6080000000002
20,1838.662
21,1747.4653061224494
22,1863.774
23,1871.8152083333332
24,1935.6877916666667
25,1880.2600000000002
26,1968.9519999999998
27,1970.5140000000006
28,1656.868
29,1747.674
30,1670.4940000000001
31,1728.414
32,1800.6419999999998
33,1843.306
34,1844.5956288659793
35,1736.0913711340204
36,1889.83
37,1884.5649999999996
38,1719.2
39,1814.8339999999998
40,1781.5159999999998
41,1713.825
42,1745.53
43,1777.2366538461536
44,1637.9123461538463
45,1700.4000000000003
46,1636.864
47,1688.6399999999996
48,1751.1560000000004
49,1675.0420000000001
50,1657.168
51,1665.374
52,1937.0839999999998
53,1952.732729411765
54,1754.305209238542
55,1765.1680613496935
56,1681.2480000000003
57,1747.3680000000002
58,1876.1819999999998
59,1902.9900000000002
60,1979.878
61,1790.0659999999998
62,1762.5460000000003
63,1836.6039999999996
64,1879.46
65,1792.9318343558282
66,1621.3043266197817
67,1683.4628390243902
68,1749.0379999999996
69,1800.0719999999994
70,1716.1399999999996
71,1741.7480000000003
72,1626.0560000000003
73,1599.746
74,1704.204
75,1802.8540000000003
76,1798.454
77,1966.2140000000002
78,1987.431
79,1725.7520000000002
80,1775.6453728813558
81,1635.4996271186442
82,1668.3763012048194
83,1736.2406987951808
84,1801.7319999999997
85,1880.3440000000003
86,1936.2740000000003
87,1892.928
88,1968.6
89,1824.3763442622949
90,1713.758655737705
91,1715.704
92,1776.1119999999999
93,1701.5740000000003
94,1925.2160000000001
95,1934.6760000000002
96,1860.1656962025318
97,1809.4223037974684
98,1760.0960000000005
99,1738.2
100,1770.2779999999998
101,1857.912
102,1850.375
103,1662.1081632653065
104,1571.4699999999998
105,1645.6280000000002
106,1652.3299999999997
107,1718.5180000000003
108,1882.1140000000003
109,1799.88
110,1733.876
111,1724.2989322033898
112,1606.9480677966103
113,1729.36
114,1680.6140000000003
115,1703.8080000000002
116,1703.58
117,1776.7099999999998
118,1798.015465968586
119,1540.3825340314136
120,1595.7120000000002
121,1604.23
122,1623.254
123,1544.326
124,1619.9019999999998
125,1577.9429756097563
126,1507.6770243902438
127,1523.118
128,1651.45
129,1669.67
130,1558.7809999999997
131,1668.118
132,1741.5480000000002
133,1693.6359999999997
134,1677.5000000000002
135,1668.7897534246576
136,1607.9542465753423
137,1701.696682926829
138,1762.3113170731708
139,1811.42
140,1843.5125
141,1799.0240000000003
142,1856.6259999999997
143,1847.9084285714289
144,1708.0425714285716
145,1553.9719999999998
146,1531.1380000000001
147,1594.754
148,1608.0720000000001
149,1643.386
150,1626.6879999999999
151,1477.9820000000002
152,1618.63
153,1618.4
154,1547.636
155,1558.098
156,1620.7890000000002
157,1447.23
158,1600.2059999999997
159,1601.226
160,1493.4859999999999
161,1436.7579999999998
162,1561.526
163,1644.1723843648208
164,1564.231615635179
165,1594.9059999999997
166,1669.2979999999998
167,1567.826
168,1578.1159999999998
169,1630.3484324324327
170,1563.2515675675677
171,1604.358
172,1795.2779999999998
173,1776.6826153846155
174,1685.019384615385
175,1675.3340000000003
176,1717.1359999999997
177,1726.765306122449
178,1894.8504928909952
179,1709.2995071090047
180,1492.15
181,1571.013
182,1433.2939999999999
183,1554.2959999999998
184,1612.826
185,1517.5720000000001
186,1484.174
187,1579.106
188,1568.608
189,1633.8639999999996
190,1588.0119999999997
191,1629.7370000000003
192,1460.4739999999997
193,1486.6619999999998
194,1531.9421081081084
195,1400.2398918918918
196,1416.9260000000002
197,1484.9154999999998
198,1396.8015
199,1460.7820000000002
200,1491.3160000000003
201,1261.4671589403974
202,1227.8598864711446
203,1389.132
204,1496.8582264150944
205,1438.2007735849056
206,1415.7079999999999
207,1559.0479999999998
208,1529.7679999999998
209,1420.74015
210,1354.27585
211,1324.7579999999998
212,1364.9411150442477
213,1331.9708849557521
214,1515.174
215,1583.61
216,1598.4183529411766
217,1458.8436470588235
218,1557.2020000000002
219,1486.4119999999998
220,1428.1533457943924
221,1393.5576542056072
222,1440.816
223,1489.6340000000002
224,1462.2279999999998
225,1426.594
226,1359.602
227,1469.1359999999997
228,1364.1919999999998
229,1193.126881188119
230,1123.992118811881
231,1269.794
232,1384.6759999999997
233,1374.480545454546
234,1426.8854545454546
235,1398.52
236,1489.0300000000002
237,1520.5840000000003
238,1428.9526781115876
239,1322.141321888412
240,1356.568
241,1725.078
242,1227.404
243,1352.39
244,1348.906
245,1305.12
246,1293.4700000000003
247,1337.3780000000002
248,1357.1080000000002
249,1185.7
250,1294.821731707317
251,1280.7332682926829
252,1339.868
253,1391.504
254,1303.056
255,1269.787
256,1334.846
257,1395.4979999999998
258,1374.7060000000001
259,1279.675
260,1332.47
261,1366.2519999999997
262,1356.348979591837
263,1244.2920000000001
264,1174.74
265,1261.478
266,1253.354
267,1212.86
268,1150.262
269,1166.258
270,1253.972
271,1214.3420186046512
272,1121.5999813953488
273,1180.1679999999997
274,1298.2459999999999
275,1279.5612244897957
276,1198.208
277,1250.1377435897434
278,1197.4332564102565
279,1186.0559999999998
280,1311.636
281,1238.0459999999998
282,1199.91
283,1246.9794655172416
284,1283.1355344827587
285,1298.76
286,1318.7220000000002
287,1260.914
288,1215.178
289,1227.6162105263159
290,1173.0467894736842
291,1217.034
292,1221.628
293,1196.2520000000002
294,1193.566
295,1227.661224489796
296,1186.2279999999998
