TR,pupilSize
1,1352.1760000000002
2,1328.214
3,1317.3319148936166
4,1244.5510204081634
5,1218.2439102564101
6,1290.9729166666666
7,1231.9959999999999
8,1137.513
9,1214.758
10,1192.95625
11,1262.2640000000001
12,1126.6100000000001
13,1159.6460000000002
14,1368.4108695652174
15,1221.8755102040818
16,1116.0060482374768
17,1230.81
18,1209.5859234234233
19,1164.2443349753694
20,1327.7359999999999
21,1337.454347826087
22,1265.9425531914894
23,1171.6826923076924
24,1258.2291185410331
25,1293.3269097222221
26,1249.3788194444444
27,1288.0979166666666
28,1233.4145833333334
29,1203.2382978723401
30,1209.2060000000001
31,984.288
32,1066.6729999999998
33,1085.929
34,1110.96
35,1146.272
36,1071.8556521739133
37,1052.55
38,1157.368
39,1176.7244897959183
40,981.401
41,1028.912
42,871.0023505154637
43,1082.3125
44,1092.57
45,1027.995
46,924.488
47,1072.204
48,1188.8687499999999
49,1145.8135416666667
50,1133.5183673469387
51,1053.2029883381927
52,1031.9609375
53,1005.6410000000001
54,986.3760000000001
55,1062.536
56,1124.304
57,1077.8127659574466
58,1218.8775510204082
59,1100.57779245283
60,1246.085106382979
61,1200.3259410801961
62,1068.718
63,1101.8398496240602
64,1195.0833333333333
65,1229.91
66,1166.0025531914894
67,1101.389513677812
68,1173.2270833333334
69,1168.9770833333332
70,960.2919999999999
71,965.8950000000001
72,1048.294642857143
73,1074.4160000000002
74,1170.0446808510642
75,1161.6809895833333
76,1131.732
77,986.3120000000002
78,959.0531914893617
79,952.48682
80,962.33718
81,1030.7497596153846
82,957.2279999999998
83,1030.621640354255
84,909.9564516129034
85,1023.4022047265252
86,1047.846
87,1083.368
88,1047.302
89,977.9419999999998
90,1042.184
91,954.773
92,1044.4180000000001
93,977.2310000000001
94,1056.6019999999999
95,968.2
96,1000.1516034985423
97,1115.396
98,1223.1833333333334
99,1151.9404255319148
100,1197.1836734693877
101,1042.751
102,1153.8550347222224
103,1091.8339999999998
104,1132.908163265306
105,1138.0891571969696
106,1097.549586288416
107,986.1190000000001
108,1023.1363265306122
109,857.9599999999998
110,1008.8096283783783
111,1102.85
112,1102.6044642857144
113,1171.420634920635
114,1206.4039102932722
115,1197.7651041666668
116,1085.123
117,1065.112
118,1063.6731907894737
119,1146.5520000000001
120,1055.9298934108526
121,984.7919999999999
122,1113.7484042553194
123,1109.012
124,1146.3483558994196
125,1020.4060000000001
126,997.7189999999999
127,1006.061
128,1023.4257884972171
129,1004.8198333333333
130,1061.622
131,1024.7250000000001
132,936.2
133,1038.4640000000002
134,1112.366
135,1072.634
136,1034.6840000000002
137,1014.794255319149
138,988.9244
139,947.2660000000001
140,1076.2259999999999
141,1012.8299999999998
142,1068.5059999999999
143,1090.774
144,1015.5409999999999
