TR,pupilSize
1,1972.224
2,1829.4620000000002
3,2039.60612244898
4,1977.398
5,2238.386
6,2059.444897959184
7,2128.4960000000005
8,2103.104
9,1990.404
10,1956.0480000000002
11,1942.8380000000002
12,1854.0019999999997
13,1623.33
14,1571.274
15,1859.2579999999998
16,2214.666
17,2286.276
18,2351.574
19,2342.4354166666667
20,1790.5977777777778
21,1971.8780000000004
22,1954.0380000000005
23,1405.3129999999999
24,1456.296
25,1634.364
26,1886.2020000000002
27,1790.4559999999997
28,1658.9119999999998
29,1443.796
30,1464.9800000000002
31,1560.1680000000001
32,1690.774
33,1825.1640000000002
34,1854.75
35,1758.9080000000001
36,1766.3460000000005
37,1924.7480000000003
38,1931.79
39,1956.9720000000004
40,1869.1540000000002
41,1568.516
42,1650.376
43,1820.3940000000002
44,1559.374
45,1696.424
46,1969.0159999999998
47,2057.91
48,2176.732
49,2170.0899999999997
50,1546.0520000000001
51,1531.9203194321208
52,1599.21
53,1751.38
54,1815.468
55,1701.3040000000003
56,1470.975
57,1109.3239999999998
58,1417.2679999999998
59,1521.8740000000003
60,1538.1639999999998
61,1580.866
62,1623.906
63,1648.856
64,1598.2779999999998
65,1383.4510204081635
66,1255.128
67,1172.76
68,1124.044
69,1091.456
70,1349.8380000000002
71,1567.454
72,1662.5400000000002
73,1806.6159999999998
74,1947.346
75,2100.656
76,1964.494
77,1915.4379999999999
78,1946.1519999999998
79,1934.764
80,1922.2140000000002
81,2031.274
82,2013.9
83,1634.99
84,1549.872
85,1781.718
86,1857.6440000000002
87,1897.5819999999999
88,1816.9160000000002
89,1807.95
90,1779.714
91,1838.004
92,1864.51
93,1905.1300000000003
94,2021.1000000000004
95,1952.842
96,1900.316
97,1854.82
98,1755.2120000000002
99,1685.366
100,1635.1612244897958
101,1117.8339999999998
102,970.428
103,921.798
104,1064.154
105,1289.2600000000002
106,1223.036
107,943.806
108,971.0659999999999
109,1137.144
110,1216.496
111,1100.2099999999998
112,991.2259999999999
113,1105.9180000000001
114,1139.718
115,1028.5
116,962.602
117,866.6119999999999
118,982.2440000000001
119,1003.3079999999999
120,984.694
121,1051.354
122,887.6826206896552
123,931.2142857142857
124,916.7220000000001
125,993.864
126,1077.4740000000002
127,1035.0120000000002
128,1001.75
129,1091.822
130,1066.5759999999998
131,984.904
132,1078.316
133,1058.4180000000001
134,981.6959999999999
135,1037.424
136,1207.954
137,1134.7759999999998
138,1045.94
139,1147.586
140,1058.0739999999998
141,918.8059999999999
142,783.2640000000001
143,763.0499999999998
144,799.2760000000001
145,928.778
146,905.582
147,849.018
148,664.836
149,675.242
150,692.4580000000001
151,765.6080000000001
152,805.132
153,684.9510204081633
154,895.95
155,1061.7419999999997
156,1068.298
157,1068.430612244898
158,1243.076
159,1189.542
160,1046.1840000000002
161,740.442
162,899.784
163,1016.2700000000001
164,697.938
165,867.9857142857142
166,984.2819999999998
167,987.67
168,853.1940000000001
169,730.3399999999998
170,630.88125
171,671.9359999999999
172,750.7180000000001
173,823.472
174,910.5820000000001
175,964.0780000000002
176,942.47
177,789.9939999999999
178,626.036
179,627.146
180,565.733
181,720.3860000000002
182,818.592
183,873.89
184,616.1565966386555
185,796.9541666666668
186,802.432
187,981.63
188,979.9993055555556
189,1026.932
190,1008.534
191,918.36
192,833.7460000000001
193,850.1920000000001
194,996.12
195,1146.42
196,1101.664
197,1011.4960000000001
198,964.3500000000001
199,990.2819999999999
200,816.823
201,980.9519999999998
202,1123.218
203,1020.146
204,958.418
205,916.4960000000001
206,820.8259999999999
207,682.452
208,657.87
209,637.54
210,633.7
211,604.982
212,625.5920000000001
213,612.198
214,587.882
215,552.281
216,731.664
217,978.1920000000001
218,1008.1081632653062
219,867.3919999999999
220,1052.4
221,1086.348
222,1168.1660000000002
223,1185.766
224,1172.912
225,1110.3319999999999
226,1107.2119999999998
227,1291.698
228,1268.032
229,1176.7939999999999
230,1206.608
231,1393.34
232,1353.7499999999998
233,1202.524
234,1248.776
235,1459.976
236,1528.4579999999999
237,1337.134
238,1262.3519999999999
239,1323.454
240,1380.4519999999998
241,1274.4879999999998
242,1155.104
243,1260.72
244,1297.81
245,1139.2780000000002
246,949.8919999999999
247,949.8400000000001
248,954.6199999999999
249,904.128
250,992.136
251,1098.9720000000002
252,1127.3899999999999
253,1092.38
254,1117.23
255,997.802
256,1128.6019999999999
257,1096.33
258,1044.412
259,1072.516
260,1084.204
261,1051.478
262,1029.628
263,1034.026
264,1037.0020000000002
265,990.1160000000001
266,958.4120000000001
267,991.182
268,1076.534
269,1057.752
