time_in_ms,pupilSize_clean
0.0,2218.5
20.0,2224.8
40.0,2230.4
60.0,2238.2
80.0,2244.4
100.0,2224.9
120.0,2230.5
140.0,2231.4
160.0,2227.9
180.0,2226.5
200.0,2224.6
220.0,2225.9
240.0,2219.3
260.0,2210.9
280.0,2209.7
300.0,2209.9
320.0,2213.1
340.0,2212.7
360.0,2211.9
380.0,2209.3
400.0,2206.8
420.0,2204.3
440.0,2200.7
460.0,2193.3
480.0,2185.7
500.0,2173.2
520.0,2162.4
540.0,2154.4
560.0,2145.6
580.0,2137.7
600.0,2127.3
620.0,2120.1
640.0,2118.4
660.0,2111.2
680.0,2109.2
700.0,2108.9
720.0,2101.7
740.0,2095.8
760.0,2100.4
780.0,2098.8
800.0,2100.0
820.0,2100.2
840.0,2104.2
860.0,2105.1
880.0,2107.5
900.0,2111.2
920.0,2112.2
940.0,2111.7
960.0,2111.7
980.0,2108.9
1000.0,2106.8
1020.0,2107.3
1040.0,2106.0
1060.0,2106.3
1080.0,2108.6
1100.0,2112.3
1120.0,2116.0
1140.0,2121.8
1160.0,2125.8
1180.0,2132.3
1200.0,2139.9
1220.0,2148.2
1240.0,2156.6
1260.0,2165.1
1280.0,2176.0
1300.0,2184.3
1320.0,2199.5
1340.0,2210.4
1360.0,2225.9
1380.0,2239.1
1400.0,2249.4
1420.0,2262.4
1440.0,2272.7
1460.0,2282.4
1480.0,2291.8
1500.0,2302.6
1520.0,2313.3
1540.0,2320.5
1560.0,2332.8
1580.0,2338.3
1600.0,2343.5
1620.0,2350.2
1640.0,2357.7
1660.0,2363.8
1680.0,2369.8
1700.0,2375.2
1720.0,2381.9
1740.0,2384.1
1760.0,2389.7
1780.0,2390.7
1800.0,2394.0
1820.0,2398.5
1840.0,2402.9
1860.0,2405.7
1880.0,2411.2
1900.0,2409.1
1920.0,2408.7
1940.0,2412.8
1960.0,2414.6
1980.0,2417.4
2000.0,2424.8
2020.0,2427.3
2040.0,2428.0
2060.0,2425.6
2080.0,2428.0
2100.0,2425.7
2120.0,2425.5
2140.0,2422.9
2160.0,2422.5
2180.0,2417.8
2200.0,2414.3
2220.0,2411.7
2240.0,2411.9
2260.0,2412.0
2280.0,2411.2
2300.0,2410.8
2320.0,2408.5
2340.0,2413.1
2360.0,2407.0
2380.0,2407.4
2400.0,2402.7
2420.0,2400.5
2440.0,2400.7
2460.0,2395.8
2480.0,2394.4
2500.0,2389.4
2520.0,2387.7
2540.0,2384.5
2560.0,2379.8
2580.0,2377.0
2600.0,2372.0
2620.0,2366.6
2640.0,2366.1
2660.0,2367.1
2680.0,2368.0
2700.0,2369.5
2720.0,2371.3
2740.0,2382.8
2760.0,2379.1
2780.0,2378.7
2800.0,2378.6
2820.0,2379.2
2840.0,2379.5
2860.0,2379.4
2880.0,2381.3
2900.0,2381.5
2920.0,2382.2
2940.0,2387.7
2960.0,2389.7
2980.0,2392.6
3000.0,2395.0
3020.0,2401.6
3040.0,2404.9
3060.0,2408.4
3080.0,2419.6
3100.0,2423.4
3120.0,2427.1
3140.0,2432.7
3160.0,2442.0
3180.0,2449.9
3200.0,2453.5
3220.0,2458.4
3240.0,2462.9
3260.0,2466.6
3280.0,2465.2
3300.0,2468.1
3320.0,2466.8
3340.0,2463.3
3360.0,2459.5
3380.0,2456.8
3400.0,2456.3
3420.0,2451.0
3440.0,2446.3
3460.0,2445.2
3480.0,2439.0
3500.0,2439.4
3520.0,2433.2
3540.0,2423.9
3560.0,2362.1
3580.0,1757.3698113207545
3600.0,1591.1886792452829
3620.0,1492.3207547169811
3640.0,1393.4528301886792
3660.0,1294.5849056603774
3680.0,1205.5830188679245
3700.0,1657.6
3720.0,2197.4
3740.0,2365.1
3760.0,2411.2
3780.0,2440.8
3800.0,2437.4
3820.0,2432.9
3840.0,2426.7
3860.0,2435.0
3880.0,2449.5
3900.0,2461.8
3920.0,2469.3
3940.0,2473.4
3960.0,2484.7
3980.0,2491.3
4000.0,2491.9
4020.0,2487.0
4040.0,2471.8
4060.0,2449.7
4080.0,2422.6
4100.0,2387.9
4120.0,2352.1
4140.0,2313.8
4160.0,2277.4
4180.0,2243.7
4200.0,2211.1
4220.0,2180.7
4240.0,2156.4
4260.0,2130.4
4280.0,2102.6
4300.0,2081.7
4320.0,2066.1
4340.0,2053.4
4360.0,2040.2
4380.0,2025.2
4400.0,2010.3
4420.0,2002.6
4440.0,1993.3
4460.0,1987.4
4480.0,1980.7
4500.0,1971.2
4520.0,1968.3
4540.0,1966.3
4560.0,1966.0
4580.0,1972.1
4600.0,1973.7
4620.0,1979.2
4640.0,1990.1
4660.0,2003.8
4680.0,2016.1
4700.0,2029.7
4720.0,2047.3
4740.0,2064.7
4760.0,2082.0
4780.0,2108.8
4800.0,2128.9
4820.0,2149.0
4840.0,2171.1
4860.0,2190.0
4880.0,2216.3
4900.0,2244.5
4920.0,2265.8
4940.0,2283.6
4960.0,2306.2
4980.0,2322.1
5000.0,2339.3
5020.0,2357.6
5040.0,2370.7
5060.0,2387.9
5080.0,2401.0
5100.0,2410.2
5120.0,2414.9
5140.0,2419.4
5160.0,2420.9
5180.0,2424.5
5200.0,2419.0
5220.0,2423.7
5240.0,2420.2
5260.0,2419.8
5280.0,2416.5
5300.0,2416.5
5320.0,2412.1
5340.0,2411.3
5360.0,2411.3
5380.0,2411.0
5400.0,2411.1
5420.0,2411.2
5440.0,2412.2
5460.0,2415.4
5480.0,2418.9
5500.0,2422.4
5520.0,2419.2
5540.0,2422.8
5560.0,2418.5
5580.0,2425.0
5600.0,2428.5
5620.0,2430.4
5640.0,1894.5076923076922
5660.0,1516.0
5680.0,1486.769230769231
5700.0,1457.5384615384614
5720.0,1428.3076923076922
5740.0,1399.076923076923
5760.0,1369.8461538461538
5780.0,1340.6153846153848
5800.0,1323.3384615384616
5820.0,1719.0
5840.0,2186.2
5860.0,2335.9
5880.0,2386.0
5900.0,2397.7
5920.0,2402.6
5940.0,2386.2
5960.0,2407.0
5980.0,2434.2
6000.0,2458.4
6020.0,2474.6
6040.0,2489.2
6060.0,2499.4
6080.0,2514.8
6100.0,2518.6
6120.0,2525.5
6140.0,2527.5
6160.0,2514.8
6180.0,2507.0
6200.0,2494.6
6220.0,2478.6
6240.0,2454.0
6260.0,2429.4
6280.0,2398.7
6300.0,2369.6
6320.0,2342.0
6340.0,2315.3
6360.0,2288.7
6380.0,2265.7
6400.0,2241.7
6420.0,2226.7
6440.0,2208.7
6460.0,2195.7
6480.0,2187.7
6500.0,2177.7
6520.0,2164.1
6540.0,2160.4
6560.0,2155.1
6580.0,2148.8
6600.0,2140.5
6620.0,2140.3
6640.0,2136.5
6660.0,2134.4
6680.0,2132.0
6700.0,2133.9
6720.0,2137.4
6740.0,2145.0
6760.0,2151.3
6780.0,2154.8
6800.0,2159.4
6820.0,2166.2
6840.0,2170.7
6860.0,2179.9
6880.0,2184.2
6900.0,2192.9
6920.0,2200.2
6940.0,2208.1
6960.0,2213.8
6980.0,2223.7
7000.0,2234.3
7020.0,2244.5
7040.0,2257.8
7060.0,2267.3
7080.0,2278.1
7100.0,2290.0
7120.0,2294.5
7140.0,2299.0
7160.0,2307.5
7180.0,2319.2
7200.0,2330.4
7220.0,2338.0
7240.0,2346.0
7260.0,2349.9
7280.0,2361.5
7300.0,2358.2
7320.0,2362.7
7340.0,2363.1
7360.0,2363.1
7380.0,2364.1
7400.0,2361.0
7420.0,2363.4
7440.0,2364.0
7460.0,2363.2
7480.0,2361.5
7500.0,2368.5
7520.0,2372.3
7540.0,2377.1
7560.0,2382.4
7580.0,2394.0
7600.0,2399.0
7620.0,2403.4
7640.0,2406.7
7660.0,2408.4
7680.0,2412.9
7700.0,2414.2
7720.0,2412.1
7740.0,2415.6
7760.0,2413.7
7780.0,2410.9
7800.0,2410.4
7820.0,2409.8
7840.0,2407.3
7860.0,2406.0
7880.0,2401.8
7900.0,2396.7
7920.0,2393.1
7940.0,2387.5
7960.0,2388.1
7980.0,2381.4
8000.0,2385.1
8020.0,2387.3
8040.0,2382.2
8060.0,2385.5
8080.0,2388.1
8100.0,2391.8
8120.0,2394.6
8140.0,2387.8
8160.0,2385.1
8180.0,2386.5
8200.0,2383.8
8220.0,2388.6
8240.0,2390.7
8260.0,2393.7
8280.0,2391.1
8300.0,2395.8
8320.0,2397.4
8340.0,2395.5
8360.0,2403.5
8380.0,2405.8
8400.0,2411.3
8420.0,2408.4
8440.0,2410.8
8460.0,2415.0
8480.0,2415.8
8500.0,2422.8
8520.0,2421.0
8540.0,2425.6
8560.0,2431.7
8580.0,2439.5
8600.0,2448.0
8620.0,2458.5
8640.0,2467.6
8660.0,2475.7
8680.0,2482.6
8700.0,2488.3
8720.0,2498.1
8740.0,2506.7
8760.0,2509.1
8780.0,2509.7
8800.0,2519.5
8820.0,2523.5
8840.0,2528.1
8860.0,2531.4
8880.0,2537.4
8900.0,2535.4
8920.0,2538.0
8940.0,2537.3
8960.0,2535.7
8980.0,2539.5
9000.0,2542.5
9020.0,2539.2
9040.0,2534.3
9060.0,2532.2
9080.0,2529.5
9100.0,2537.5
9120.0,2530.7
9140.0,2526.8
9160.0,2528.0
9180.0,2530.1
9200.0,2533.8
9220.0,2533.1
9240.0,2531.9
9260.0,2531.4
9280.0,2527.2
9300.0,2529.2
9320.0,2523.9
9340.0,2523.3
9360.0,2515.3
9380.0,2513.7
9400.0,2508.4
9420.0,2506.5
9440.0,2504.1
9460.0,2499.8
9480.0,2491.5
9500.0,2482.3
9520.0,2466.7
9540.0,2454.2
9560.0,2438.2
9580.0,2421.5
9600.0,2402.9
9620.0,2388.2
9640.0,2375.6
9660.0,2359.5
9680.0,2350.0
9700.0,2344.6
9720.0,2336.2
9740.0,2328.6
9760.0,2324.7
9780.0,2321.3
9800.0,2320.3
9820.0,2318.5
9840.0,2325.6
9860.0,2321.9
9880.0,2323.7
9900.0,2323.7
9920.0,2323.4
9940.0,2324.7
9960.0,2324.4
9980.0,2327.5
10000.0,2328.1
10020.0,2328.4
10040.0,2332.7
10060.0,2337.3
10080.0,2340.6
10100.0,2340.8
10120.0,2343.0
10140.0,2347.1
10160.0,2345.9
10180.0,2351.6
10200.0,2349.4
10220.0,2349.4
10240.0,2351.8
10260.0,2351.1
10280.0,2350.2
10300.0,2349.2
10320.0,2350.8
10340.0,2348.7
10360.0,2347.8
10380.0,2345.6
10400.0,2348.4
10420.0,2349.4
10440.0,2350.1
10460.0,2354.4
10480.0,2357.3
10500.0,2359.0
10520.0,2362.1
10540.0,2364.1
10560.0,2369.9
10580.0,2373.7
10600.0,2380.1
10620.0,2387.3
10640.0,2391.7
10660.0,2395.3
10680.0,2400.5
10700.0,2403.3
10720.0,2407.9
10740.0,2406.7
10760.0,2408.2
10780.0,2409.2
10800.0,2409.4
10820.0,2409.4
10840.0,2409.2
10860.0,2405.0
10880.0,2405.0
10900.0,2408.4
10920.0,2408.2
10940.0,2408.4
10960.0,2409.5
10980.0,2413.9
11000.0,2418.9
11020.0,2419.7
11040.0,2423.5
11060.0,2425.5
11080.0,2431.5
11100.0,2437.4
11120.0,2443.2
11140.0,2451.2
11160.0,2462.7
11180.0,2472.5
11200.0,2475.5
11220.0,2483.0
11240.0,2488.4
11260.0,2498.4
11280.0,2499.1
11300.0,2496.9
11320.0,2499.0
11340.0,2502.2
11360.0,2504.1
11380.0,2506.1
11400.0,2509.0
11420.0,2509.6
11440.0,2509.7
11460.0,2509.7
11480.0,2510.8
11500.0,2512.9
11520.0,2511.6
11540.0,2513.9
11560.0,2511.2
11580.0,2512.1
11600.0,2511.7
11620.0,2511.4
11640.0,2510.3
11660.0,2515.0
11680.0,2513.4
11700.0,2516.9
11720.0,2521.5
11740.0,2519.3
11760.0,2523.5
11780.0,2525.0
11800.0,2528.0
11820.0,2524.5
11840.0,2525.2
11860.0,2527.4
11880.0,2527.1
11900.0,2528.4
11920.0,2527.8
11940.0,2527.3
11960.0,2527.5
11980.0,2530.1
12000.0,2527.6
12020.0,2532.3
12040.0,2533.8
12060.0,2531.5
12080.0,2530.4
12100.0,2529.5
12120.0,2527.4
12140.0,2526.8
12160.0,2524.0
12180.0,2515.8
12200.0,2511.2
12220.0,2506.3
12240.0,2505.8
12260.0,2500.2
12280.0,2494.4
12300.0,2490.6
12320.0,2487.6
12340.0,2491.8
12360.0,2491.2
12380.0,2495.0
12400.0,2495.9
12420.0,2498.5
12440.0,2503.3
12460.0,2510.0
12480.0,2519.0
12500.0,2520.0
12520.0,2527.4
12540.0,2531.4
12560.0,2532.2
12580.0,2537.2
12600.0,2537.6
12620.0,2533.8
12640.0,2534.9
12660.0,2532.5
12680.0,2529.8
12700.0,2521.9
12720.0,2518.0
12740.0,2516.3
12760.0,2513.4
12780.0,2512.4
12800.0,2511.8
12820.0,2505.8
12840.0,2500.4
12860.0,2502.4
12880.0,2488.5
12900.0,2484.0
12920.0,2477.4
12940.0,2471.1
12960.0,2463.4
12980.0,2453.0
13000.0,2445.1
13020.0,2440.0
13040.0,2435.4
13060.0,2433.6
13080.0,2432.3
13100.0,2430.7
13120.0,2427.3
13140.0,2419.4
13160.0,2417.0
13180.0,2413.8
13200.0,2410.7
13220.0,2411.7
13240.0,2409.5
13260.0,2409.1
13280.0,2407.7
13300.0,2409.2
13320.0,2413.9
13340.0,2418.3
13360.0,2415.0
13380.0,2414.2
13400.0,2415.9
13420.0,2417.8
13440.0,2417.7
13460.0,2416.8
13480.0,2421.6
