time_in_ms,pupilSize_clean
0,2311.0
20,2311.7
40,2311.9
60,2312.1
80,2310.7
100,2312.3
120,2312.9
140,2314.5
160,2315.6
180,2318.9
200,2314.3
220,2319.0
240,2312.3
260,2310.9
280,2307.7
300,2302.6
320,2300.9
340,2301.5
360,2301.6
380,2290.1
400,2289.2
420,2287.7
440,2287.4
460,2285.2
480,2280.2
500,2278.9
520,2278.1
540,2275.8
560,2266.1
580,2261.9
600,2248.2
620,2234.9
640,2218.6
660,2203.5
680,2183.0
700,2162.0
720,2145.9
740,2131.0
760,2110.6
780,2098.7
800,2087.4
820,2071.1
840,2056.5
860,2047.3
880,2033.8
900,2027.2
920,2017.1
940,2006.5
960,1992.5
980,1982.8
1000,1967.8
1020,1953.7
1040,1945.7
1060,1932.5
1080,1923.5
1100,1917.2
1120,1909.2
1140,1904.3
1160,1898.4
1180,1899.0
1200,1897.3
1220,1900.0
1240,1900.9
1260,1908.7
1280,1911.6
1300,1916.7
1320,1922.7
1340,1935.1
1360,2178.6
1380,2140.288050314465
1400,2145.893081761006
1420,2156.2075471698113
1440,2166.5220125786163
1460,2176.8364779874214
1480,2187.1509433962265
1500,2197.4654088050315
1520,2207.7798742138366
1540,2218.0943396226417
1560,2228.4088050314467
1580,2238.7232704402513
1600,2249.0377358490564
1620,2259.352201257862
1640,2269.666666666667
1660,2279.9811320754716
1680,2290.2955974842766
1700,2298.3968553459117
1720,2361.8
1740,2431.5
1760,2497.1
1780,2530.0
1800,2555.2
1820,2577.0
1840,2439.1
1860,2072.4
1880,2022.2
1900,2027.9
1920,2032.6
1940,2031.0
1960,2034.3
1980,2035.2
2000,2029.9
2020,2026.5
2040,2026.1
2060,2015.1
2080,2005.1
2100,2001.6
2120,1993.6
2140,1989.8
2160,1985.1
2180,1984.6
2200,1981.7
2220,1981.1
2240,1984.0
2260,1982.1
2280,1983.8
2300,1983.8
2320,1983.7
2340,1982.5
2360,1983.0
2380,1986.9
2400,1991.7
2420,1996.6
2440,1995.6
2460,1997.1
2480,1998.3
2500,2006.8
2520,2004.9
2540,2004.6
2560,2002.4
2580,2008.0
2600,2009.7
2620,2016.0
2640,2016.7
2660,2021.2
2680,2027.8
2700,2033.9
2720,2034.1
2740,2043.5
2760,2050.2
2780,2059.9
2800,2071.2
2820,2074.7
2840,2087.8
2860,2094.9
2880,2099.3
2900,2107.9
2920,2117.1
2940,2127.0
2960,2135.7
2980,2141.9
3000,2147.6
3020,2149.9
3040,2154.3
3060,2159.2
3080,2162.2
3100,2167.7
3120,2172.8
3140,2170.0
3160,2175.7
3180,2181.0
3200,2185.9
3220,2184.9
3240,2191.7
3260,2196.7
3280,2200.0
3300,2200.8
3320,2205.6
3340,2202.6
3360,2209.2
3380,2212.5
3400,2213.4
3420,2218.8
3440,2219.7
3460,2219.4
3480,2223.0
3500,2224.9
3520,2228.3
3540,2231.4
3560,2236.0
3580,2241.4
3600,2244.6
3620,2253.4
3640,2254.0
3660,2261.5
3680,2267.4
3700,2266.4
3720,2271.8
3740,2271.7
3760,2275.6
3780,2279.1
3800,2276.4
3820,2274.1
3840,2270.9
3860,2273.8
3880,2276.7
3900,2273.9
3920,2276.6
3940,2275.1
3960,2276.1
3980,2281.8
4000,2282.3
4020,2285.5
4040,2291.3
4060,2290.8
4080,2292.9
4100,2294.7
4120,2297.7
4140,2300.9
4160,2304.0
4180,2302.5
4200,2304.9
4220,2312.4
4240,2307.1
4260,2313.0
4280,2315.6
4300,2323.4
4320,2325.8
4340,2328.1
4360,2334.7
4380,2340.9
4400,2347.8
4420,2352.6
4440,2366.5
