time_in_ms,pupilSize_clean
0.0,2490.8
20.0,2492.4
40.0,2487.9
60.0,2481.2
80.0,2475.4
100.0,2472.8
120.0,2470.6
140.0,2467.8
160.0,2468.3
180.0,2465.2
200.0,2468.4
220.0,2468.7
240.0,2457.2
260.0,2460.7
280.0,2458.0
300.0,2459.9
320.0,2462.4
340.0,2466.0
360.0,2472.0
380.0,2473.4
400.0,2480.5
420.0,2486.9
440.0,2496.6
460.0,2505.2
480.0,2515.7
500.0,2524.9
520.0,2536.1
540.0,2543.6
560.0,2551.0
580.0,2557.1
600.0,2559.6
620.0,2563.1
640.0,2564.9
660.0,2567.9
680.0,2565.5
700.0,2560.9
720.0,2552.9
740.0,2547.1
760.0,2540.6
780.0,2533.0
800.0,2528.6
820.0,2524.7
840.0,2517.7
860.0,2516.9
880.0,2521.3
900.0,2520.9
920.0,2518.7
940.0,2523.2
960.0,2524.8
980.0,3301.079775280899
1000.0,3635.685393258427
1020.0,3633.6629213483147
1040.0,3631.640449438202
1060.0,3629.61797752809
1080.0,3627.5955056179773
1100.0,3625.5730337078653
1120.0,3623.550561797753
1140.0,3621.528089887641
1160.0,3614.0662921348317
1180.0,3669.7
1200.0,3800.7
1220.0,3918.3
1240.0,4025.1
1260.0,4073.1
1280.0,4102.0
1300.0,3663.3
1320.0,2780.4
1340.0,2759.4
1360.0,2709.8
1380.0,2681.8
1400.0,2681.2
1420.0,2682.6
1440.0,2684.5
1460.0,2679.5
1480.0,2675.2
1500.0,2673.5
1520.0,2670.2
1540.0,2658.1
1560.0,2648.2
1580.0,2636.8
1600.0,2623.8
1620.0,2611.3
1640.0,2596.6
1660.0,2582.9
1680.0,2572.7
1700.0,2559.8
1720.0,2546.7
1740.0,2536.2
1760.0,2529.7
1780.0,2518.3
1800.0,2515.7
1820.0,2513.0
1840.0,2511.6
1860.0,2506.4
1880.0,2502.3
1900.0,2502.1
1920.0,2502.6
1940.0,2498.9
1960.0,2496.9
1980.0,2501.9
2000.0,2502.8
2020.0,2505.2
2040.0,2504.7
2060.0,2509.6
2080.0,2512.6
2100.0,2514.4
2120.0,2518.8
