time_in_ms,pupilSize_clean
0.0,2160.0
20.0,2163.0
40.0,2167.2
60.0,2166.7
80.0,2339.268181818182
100.0,2145.977272727273
120.0,1831.8045454545456
140.0,2996.3
160.0,3222.6
180.0,2987.9
200.0,2526.9
220.0,2241.5
240.0,2246.7
260.0,2261.4
280.0,2268.1
300.0,2285.3
320.0,2294.0
340.0,2301.9
360.0,2313.6
380.0,2324.8
400.0,2334.6
420.0,2342.8
440.0,2341.5
460.0,2336.4
480.0,2332.1
500.0,2323.4
520.0,2315.8
540.0,2294.5
560.0,2275.8
580.0,2255.7
600.0,2234.4
620.0,2223.2
640.0,2203.6
660.0,2186.9
680.0,2169.5
700.0,2158.5
720.0,2144.9
740.0,2132.3
760.0,2122.4
780.0,2110.7
800.0,2106.8
820.0,2096.5
840.0,2089.5
860.0,2086.6
880.0,2080.5
900.0,2081.7
920.0,2084.8
940.0,2088.8
960.0,2089.5
980.0,2092.6
1000.0,2096.4
1020.0,2100.0
1040.0,2110.9
1060.0,2117.9
1080.0,2126.3
1100.0,2136.0
1120.0,2147.0
1140.0,2156.4
1160.0,2165.5
1180.0,2178.1
1200.0,2184.9
1220.0,2196.6
1240.0,2198.8
1260.0,2211.0
1280.0,2221.6
1300.0,2235.8
1320.0,2244.5
1340.0,2260.5
1360.0,2273.0
1380.0,2293.5
1400.0,2306.4
1420.0,2327.8
1440.0,2343.3
1460.0,2359.1
1480.0,2380.7
1500.0,2401.8
1520.0,2425.2
1540.0,2445.5
1560.0,2457.0
1580.0,2609.6
1600.0,2684.7122448979594
1620.0,1844.6734693877552
1640.0,1874.8775510204082
1660.0,1905.0816326530614
1680.0,1935.2857142857142
1700.0,1977.369387755102
1720.0,3054.0
1740.0,3613.7
1760.0,3583.3
1780.0,3537.2
1800.0,3780.7
1820.0,3252.2
1840.0,2568.5
1860.0,2556.5
1880.0,2548.7
1900.0,2550.1
1920.0,2543.6
1940.0,2538.1
1960.0,2542.7
1980.0,2541.8
2000.0,2540.2
2020.0,2535.3
2040.0,2536.8
2060.0,2527.0
2080.0,2525.2
2100.0,2513.9
2120.0,2508.6
2140.0,2495.9
2160.0,2484.8
2180.0,2461.9
2200.0,2440.6
2220.0,2430.4
