time_in_ms,pupilSize_clean
0.0,1479.4
20.0,1484.9
40.0,1489.9
60.0,1491.7
80.0,1493.6
100.0,1497.0
120.0,1492.7
140.0,1488.4
160.0,1482.2
180.0,1471.7
200.0,1460.3
220.0,1447.2
240.0,1432.2
260.0,1422.7
280.0,1412.4
300.0,1398.5
320.0,1387.8
340.0,1379.3
360.0,1368.4
380.0,1357.1
400.0,1344.8
420.0,1336.9
440.0,1325.1
460.0,1316.1
480.0,1310.5
500.0,1303.0
520.0,1298.9
540.0,1293.3
560.0,1291.2
580.0,1286.7
600.0,1284.2
620.0,1285.0
640.0,1284.0
660.0,1282.3
680.0,1282.9
700.0,1284.5
720.0,1284.1
740.0,1283.4
760.0,1282.8
780.0,1282.5
800.0,1281.5
820.0,1279.9
840.0,1279.9
860.0,1277.8
880.0,1274.8
900.0,1272.3
920.0,1269.2
940.0,1266.5
960.0,1266.2
980.0,1261.1
1000.0,1258.7
1020.0,1258.8
1040.0,1260.2
1060.0,1260.6
1080.0,1261.5
1100.0,1262.0
1120.0,1262.5
1140.0,1266.2
1160.0,1268.3
1180.0,1273.6
1200.0,1279.7
1220.0,1285.2
1240.0,1291.2
1260.0,1298.2
1280.0,1304.7
1300.0,1311.5
1320.0,1320.3
1340.0,1327.8
1360.0,1335.3
1380.0,1345.1
1400.0,1354.1
1420.0,1361.1
1440.0,1367.5
1460.0,1375.4
1480.0,1380.3
1500.0,1383.8
1520.0,1385.9
1540.0,1386.2
1560.0,1388.5
1580.0,1386.8
1600.0,1384.6
1620.0,1381.4
1640.0,1377.4
1660.0,1375.3
1680.0,1371.5
1700.0,1370.1
1720.0,1364.0
1740.0,1359.3
1760.0,1352.2
1780.0,1342.5
1800.0,1338.4
1820.0,1336.5
1840.0,1334.9
1860.0,1319.5
1880.0,1317.2
1900.0,1319.1
1920.0,1316.9
1940.0,1314.2
1960.0,1317.9
1980.0,1316.8
2000.0,1319.3
2020.0,1322.0
2040.0,1321.1
2060.0,1323.2
2080.0,1326.5
2100.0,1327.8
2120.0,1328.9
2140.0,1329.9
2160.0,1331.0
2180.0,1330.2
2200.0,1330.1
2220.0,1326.2
2240.0,1325.7
2260.0,1324.7
2280.0,1321.1
2300.0,1320.2
2320.0,1318.5
2340.0,1316.4
2360.0,1316.9
2380.0,1318.6
2400.0,1318.0
2420.0,1317.8
2440.0,1317.6
2460.0,1315.6
2480.0,1315.9
2500.0,1007.5
2520.0,142.28235294117647
2540.0,137.11764705882354
2560.0,448.7
2580.0,1145.3
2600.0,1330.0
2620.0,1330.2
2640.0,1316.9
2660.0,1318.6
2680.0,1323.1
2700.0,1322.5
2720.0,1326.5
2740.0,1328.8
2760.0,1334.0
2780.0,1340.0
2800.0,1344.4
2820.0,1351.1
2840.0,1356.1
2860.0,1358.2
2880.0,1354.7
2900.0,1352.7
2920.0,1346.5
2940.0,1335.2
2960.0,1321.6
2980.0,1307.5
3000.0,1293.5
3020.0,1281.6
3040.0,1270.6
3060.0,1258.4
3080.0,1252.4
3100.0,1245.1
3120.0,1240.6
3140.0,1234.9
3160.0,1232.6
3180.0,1228.9
3200.0,1225.0
3220.0,1223.1
3240.0,1220.5
3260.0,1222.3
3280.0,1221.2
3300.0,1221.3
3320.0,1224.2
3340.0,1225.2
3360.0,1228.3
3380.0,1229.9
3400.0,1234.1
3420.0,1236.4
3440.0,1240.8
3460.0,1242.6
3480.0,1243.1
3500.0,1242.8
3520.0,1243.0
3540.0,1242.4
3560.0,1241.8
3580.0,1239.3
3600.0,1236.1
3620.0,1236.2
3640.0,1239.3
3660.0,1238.5
3680.0,1238.5
3700.0,1239.6
3720.0,1241.7
3740.0,1246.3
3760.0,1248.8
3780.0,1253.4
3800.0,1255.7
3820.0,1255.6
3840.0,1258.5
3860.0,1260.0
3880.0,1264.9
3900.0,1267.8
3920.0,1269.5
3940.0,1271.9
3960.0,1274.8
3980.0,727.4
4000.0,197.66346153846155
4020.0,289.77884615384613
4040.0,381.89423076923083
4060.0,474.0096153846154
4080.0,566.125
4100.0,854.8788461538461
4120.0,1234.2
4140.0,1308.3
4160.0,1313.3
4180.0,1295.0
4200.0,1294.7
4220.0,1298.6
4240.0,1301.4
4260.0,1304.7
4280.0,1309.4
4300.0,1314.4
4320.0,1317.6
4340.0,1323.7
4360.0,1330.5
4380.0,1336.1
4400.0,1338.3
4420.0,1342.0
4440.0,1339.8
4460.0,1336.1
4480.0,1328.8
4500.0,1323.2
4520.0,1308.4
4540.0,1294.6
4560.0,1281.6
4580.0,1269.7
4600.0,1259.3
4620.0,1249.9
4640.0,1242.3
4660.0,1237.4
4680.0,1230.2
4700.0,1229.3
4720.0,1227.9
4740.0,1225.7
4760.0,1226.0
4780.0,1225.3
4800.0,1227.1
4820.0,1229.3
4840.0,1229.4
4860.0,1234.1
4880.0,1237.3
4900.0,1239.8
4920.0,1243.9
4940.0,1249.1
4960.0,1251.9
4980.0,1259.2
5000.0,1263.1
5020.0,1264.9
5040.0,1272.4
5060.0,1276.0
5080.0,1279.7
5100.0,1280.4
5120.0,1285.8
5140.0,1287.0
5160.0,1290.0
5180.0,1294.1
5200.0,1295.9
5220.0,1299.8
5240.0,1303.2
5260.0,1302.4
5280.0,1306.6
5300.0,619.0
5320.0,252.9
5340.0,952.8
5360.0,1311.3
5380.0,1341.6
5400.0,1324.0
5420.0,1325.5
5440.0,1330.2
5460.0,1331.5
5480.0,1335.6
5500.0,1336.5
5520.0,1340.3
5540.0,1344.2
5560.0,1349.5
5580.0,1355.5
5600.0,1358.9
5620.0,1360.3
5640.0,1361.2
5660.0,1360.3
5680.0,1356.1
5700.0,1345.7
5720.0,1337.1
5740.0,1326.0
5760.0,1311.0
5780.0,1295.9
5800.0,1281.0
5820.0,1266.9
5840.0,1254.4
5860.0,1240.0
5880.0,1228.2
5900.0,1216.5
5920.0,1207.1
5940.0,1199.9
5960.0,1193.3
5980.0,1187.1
6000.0,1181.8
6020.0,1175.8
