id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1007,36.793386833014665,36.80041937500937,1338.760611042002,1338.7629823329917,1451.724202042009,1451.8124055420049,2138.302257333009
