id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1005,32.186693832976744,32.1923769999994,1334.1925221249985,1334.1955426669738,1428.8019148329913,1428.894146207982,2042.9818854169862
