id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1010,40.494895042007556,40.503844083985314,1342.4744077500072,1342.4761426250043,1553.614162708982,1553.6973223749956,2102.6958412920067
