id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1011,34.84600508300355,34.85785075000604,1336.8234447910218,1336.8253138330183,1451.2948340830044,1451.3911174999957,1924.5715553750051
