id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1012,45.2305516670167,45.23674016701989,1347.1767129170184,1347.1785806670086,1487.320338792022,1487.4187905419967,1875.8318605000095
