id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1003,27.77237399999285,27.78282841699547,1329.7812712500017,1329.7833480830013,1446.9687099579896,1447.0699075829907,2234.677006041995
