id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1008,43.24871958300355,43.255893875000766,1345.2775096250116,1345.2793183329923,1473.1538909999945,1473.2484335420013,2277.053483208001
