id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1004,36.42847066599643,36.43731970799854,1338.3949952080147,1338.396818625013,1452.5312971660169,1452.6243764999963,1895.6682051660027
