id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1009,44.76361533300951,44.76975695800502,1346.7331098330033,1346.734918000002,1619.2396742080164,1619.3231979580014,2492.5048091250064
