id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1013,59.24871866600006,59.2563024580013,1361.2716111250047,1361.2735020830005,1516.4439573749842,1516.5346243749955,2292.257836832985
