id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1006,42.8292389579874,42.83965008298401,1344.7627384579973,1344.7645799999882,1487.7740626659943,1487.8675178749836,2137.7827003329876
