id,startETStory,storyStart,storyEnd,endETStory,startETVoiceRec,recordStart,recordEnd
1002,38.5028410829982,38.511613124996074,1340.4441545000009,1340.4473450410005,1504.0030310000002,1504.0957737499994,2596.369907540997
